行為,こうい,行为,<div style="text-align:left">1. 適切な行為を心がけます。<br>2. 不適切な行為は避けます。</div>
態勢,たいせい,姿态、态势,<div style="text-align:left">1. 防災態勢を整えます。<br>2. 態勢を確認します。</div>
課長,かちょう,科长,<div style="text-align:left">1. 課長に報告します。<br>2. 課長の指示に従います。</div>
部長,ぶちょう,部长,<div style="text-align:left">1. 部長と会議します。<br>2. 部長の承認を得ます。</div>
社長,しゃちょう,社长,<div style="text-align:left">1. 社長に提案します。<br>2. 社長の方針を理解します。</div>
先輩,せんぱい,前辈,<div style="text-align:left">1. 先輩に相談します。<br>2. 先輩のアドバイスを参考にします。</div>
後輩,こうはい,后辈,<div style="text-align:left">1. 後輩を指導します。<br>2. 後輩に助言します。</div>
同僚,どうりょう,同事,<div style="text-align:left">1. 同僚と協力します。<br>2. 同僚と情報を共有します。</div>
上司,じょうし,上司,<div style="text-align:left">1. 上司に報告します。<br>2. 上司の指示に従います。</div>
部下,ぶか,部下,<div style="text-align:left">1. 部下を指導します。<br>2. 部下の意見を聞きます。</div>
同期,どうき,同期（同届入职者）,<div style="text-align:left">1. 同期と情報交換します。<br>2. 同期と協力します。</div>
就職,しゅうしょく,就业,<div style="text-align:left">1. 就職活動を始めます。<br>2. 就職先を決めます。</div>
転職,てんしょく,转职,<div style="text-align:left">1. 転職を考えています。<br>2. 転職活動を行います。</div>
面接,めんせつ,面试,<div style="text-align:left">1. 面接に臨みます。<br>2. 面接で自己PRします。</div>
履歴書,りれきしょ,履历表,<div style="text-align:left">1. 履歴書を提出します。<br>2. 履歴書を更新します。</div>
職務,しょくむ,职务,<div style="text-align:left">1. 職務を全うします。<br>2. 職務内容を確認します。</div>
職場,しょくば,工作场所,<div style="text-align:left">1. 職場のルールを守ります。<br>2. 職場で協力します。</div>
労働,ろうどう,劳动,<div style="text-align:left">1. 労働時間を管理します。<br>2. 労働条件を確認します。</div>
残業,ざんぎょう,加班,<div style="text-align:left">1. 残業を申請します。<br>2. 残業が多いです。</div>
勤務,きんむ,工作、值班,<div style="text-align:left">1. 勤務時間を守ります。<br>2. 勤務態度を評価されます。</div>
出勤,しゅっきん,上班,<div style="text-align:left">1. 毎日出勤します。<br>2. 出勤簿に記入します。</div>
退勤,たいきん,下班,<div style="text-align:left">1. 定時に退勤します。<br>2. 退勤時に報告します。</div>
有給,ゆうきゅう,带薪休假,<div style="text-align:left">1. 有給休暇を取得します。<br>2. 有給休暇を申請します。</div>
休暇,きゅうか,假期,<div style="text-align:left">1. 休暇を楽しみます。<br>2. 休暇を計画します。</div>
休日,きゅうじつ,休息日,<div style="text-align:left">1. 休日はリラックスします。<br>2. 休日に出かけます。</div>
連休,れんきゅう,连休,<div style="text-align:left">1. 連休を利用して旅行します。<br>2. 連休の計画を立てます。</div>
契約,けいやく,合同、契约,<div style="text-align:left">1. 契約を締結します。<br>2. 契約内容を確認します。</div>
条約,じょうやく,条约,<div style="text-align:left">1. 条約を理解します。<br>2. 条約に基づき行動します。</div>
規則,きそく,规则,<div style="text-align:left">1. 規則を守ります。<br>2. 規則を確認します。</div>
法律,ほうりつ,法律,<div style="text-align:left">1. 法律を遵守します。<br>2. 法律を学びます。</div>
制度,せいど,制度,<div style="text-align:left">1. 制度を理解します。<br>2. 制度の改善を提案します。</div>
規律,きりつ,纪律,<div style="text-align:left">1. 規律を守ります。<br>2. 規律違反は注意されます。</div>
義務,ぎむ,义务,<div style="text-align:left">1. 義務を果たします。<br>2. 義務感を持ちます。</div>
権利,けんり,权利,<div style="text-align:left">1. 権利を主張します。<br>2. 権利を理解します。</div>
就業規則,しゅうぎょうきそく,就业规定,<div style="text-align:left">1. 就業規則を確認します。<br>2. 就業規則を守ります。</div>
罰則,ばっそく,处罚规定,<div style="text-align:left">1. 罰則に従います。<br>2. 罰則を理解します。</div>
労働基準法,ろうどうきじゅんほう,劳动基准法,<div style="text-align:left">1. 労働基準法を学びます。<br>2. 労働基準法を遵守します。</div>
賃金,ちんぎん,工资,<div style="text-align:left">1. 賃金を支払います。<br>2. 賃金明細を確認します。</div>
給料,きゅうりょう,薪水,<div style="text-align:left">1. 給料日を待ちます。<br>2. 給料が振り込まれます。</div>
報酬,ほうしゅう,报酬,<div style="text-align:left">1. 報酬を受け取ります。<br>2. 報酬額を確認します。</div>
ボーナス,ぼーなす,奖金 (bonus),<div style="text-align:left">1. ボーナスが支給されます。<br>2. ボーナスで買い物します。</div>
年収,ねんしゅう,年收入,<div style="text-align:left">1. 年収を確認します。<br>2. 年収アップを目指します。</div>
手当,てあて,津贴,<div style="text-align:left">1. 手当を申請します。<br>2. 手当の内容を確認します。</div>
昇給,しょうきゅう,加薪,<div style="text-align:left">1. 昇給の時期を待ちます。<br>2. 昇給の条件を確認します。</div>
昇進,しょうしん,晋升,<div style="text-align:left">1. 昇進試験を受けます。<br>2. 昇進を目指します。</div>
昇格,しょうかく,升格、升级,<div style="text-align:left">1. 昇格試験を受けます。<br>2. 昇格の通知を受けます。</div>
人事,じんじ,人事、人力资源,<div style="text-align:left">1. 人事部に相談します。<br>2. 人事異動があります。</div>
配属,はいぞく,分配（工作岗位）,<div style="text-align:left">1. 新しい部署に配属されます。<br>2. 配属先で仕事を始めます。</div>
異動,いどう,调动,<div style="text-align:left">1. 異動の通知を受けます。<br>2. 異動先で勤務します。</div>
左遷,させん,降职,<div style="text-align:left">1. 左遷の理由を理解します。<br>2. 左遷に備えます。</div>
出世,しゅっせ,出人头地、晋升,<div style="text-align:left">1. 出世を目指します。<br>2. 出世のチャンスを掴みます。</div>
昇進試験,しょうしんしけん,晋升考试,<div style="text-align:left">1. 昇進試験を受けます。<br>2. 昇進試験に合格します。</div>
管理職,かんりしょく,管理职位,<div style="text-align:left">1. 管理職に任命されます。<br>2. 管理職として働きます。</div>
経営者,けいえいしゃ,经营者,<div style="text-align:left">1. 経営者として決定します。<br>2. 経営者の判断を学びます。</div>
役員,やくいん,董事、干事,<div style="text-align:left">1. 役員会に参加します。<br>2. 役員としての責任を持ちます。</div>
取締役,とりしまりやく,董事,<div style="text-align:left">1. 取締役会に出席します。<br>2. 取締役の決定を確認します。</div>
会長,かいちょう,会长,<div style="text-align:left">1. 会長に報告します。<br>2. 会長の方針を確認します。</div>
代表,だいひょう,代表,<div style="text-align:left">1. 会社を代表します。<br>2. 代表として発言します。</div>
責務,せきむ,责任、职责,<div style="text-align:left">1. 責務を全うします。<br>2. 責務を確認します。</div>
任務,にんむ,任务,<div style="text-align:left">1. 任務を遂行します。<br>2. 任務の優先度を決めます。</div>
任せる,まかせる,委托、托付,<div style="text-align:left">1. 仕事を任せます。<br>2. 任せられた業務をこなします。</div>
頼る,たよる,依赖,<div style="text-align:left">1. 同僚に頼ります。<br>2. 頼られることもあります。</div>
信じる,しんじる,相信,<div style="text-align:left">1. 信じる心を持ちます。<br>2. 同僚を信じます。</div>
助ける,たすける,帮助,<div style="text-align:left">1. 困っている人を助けます。<br>2. 助け合いの精神を持ちます。</div>
支える,ささえる,支撑、支持,<div style="text-align:left">1. チームを支えます。<br>2. 支え合う関係を作ります。</div>
導く,みちびく,引导,<div style="text-align:left">1. 部下を導きます。<br>2. チームを正しい方向に導きます。</div>
指導,しどう,指导,<div style="text-align:left">1. 後輩を指導します。<br>2. 指導の方法を学びます。</div>
監督,かんとく,监督,<div style="text-align:left">1. プロジェクトを監督します。<br>2. 進行状況を監督します。</div>
注意,ちゅうい,注意、提醒,<div style="text-align:left">1. 注意を促します。<br>2. 注意事項を確認します。</div>
忠告,ちゅうこく,忠告,<div style="text-align:left">1. 忠告を受けます。<br>2. 忠告を参考にします。</div>
助言,じょげん,建议,<div style="text-align:left">1. 助言を求めます。<br>2. 助言を実行します。</div>
提言,ていげん,提言,<div style="text-align:left">1. 提言をまとめます。<br>2. 提言を会議で発表します。</div>
意見,いけん,意见,<div style="text-align:left">1. 意見を述べます。<br>2. 意見を交換します。</div>
批判,ひはん,批判,<div style="text-align:left">1. 批判を受けます。<br>2. 批判を考慮します。</div>
評論,ひょうろん,评论,<div style="text-align:left">1. 評論を読みます。<br>2. 評論を書きます。</div>
解釈,かいしゃく,解释,<div style="text-align:left">1. 解釈を確認します。<br>2. 解釈の違いを議論します。</div>
判断力,はんだんりょく,判断力,<div style="text-align:left">1. 判断力を養います。<br>2. 判断力を活かします。</div>
思考力,しこうりょく,思考力,<div style="text-align:left">1. 思考力を高めます。<br>2. 思考力を使って問題を解きます。</div>
発想,はっそう,想法、构思,<div style="text-align:left">1. 発想を広げます。<br>2. 発想を共有します。</div>
創造力,そうぞうりょく,创造力,<div style="text-align:left">1. 創造力を発揮します。<br>2. 創造力を養います。</div>
想像力,そうぞうりょく,想象力,<div style="text-align:left">1. 想像力を使います。<br>2. 想像力を広げます。</div>
独創性,どくそうせい,独创性,<div style="text-align:left">1. 独創性を評価します。<br>2. 独創性を発揮します。</div>
創意工夫,そういくふう,创意、巧思,<div style="text-align:left">1. 創意工夫を凝らします。<br>2. 創意工夫を紹介します。</div>
記録,きろく,记录,<div style="text-align:left">1. 記録を取ります。<br>2. 記録を保存します。</div>
報告,ほうこく,报告,<div style="text-align:left">1. 報告を提出します。<br>2. 報告内容を確認します。</div>
連絡,れんらく,联络,<div style="text-align:left">1. 連絡を取り合います。<br>2. 連絡を忘れないようにします。</div>
相談,そうだん,商量、咨询,<div style="text-align:left">1. 相談に乗ります。<br>2. 相談結果を共有します。</div>
応答,おうとう,应答,<div style="text-align:left">1. 応答を確認します。<br>2. 応答を改善します。</div>
質疑応答,しつぎおうとう,问答,<div style="text-align:left">1. 質疑応答を行います。<br>2. 質疑応答に備えます。</div>
電話,でんわ,电话,<div style="text-align:left">1. 電話をかけます。<br>2. 電話で連絡します。</div>
メール,めーる,邮件,<div style="text-align:left">1. メールを送ります。<br>2. メールを確認します。</div>
文書,ぶんしょ,文件,<div style="text-align:left">1. 文書を作成します。<br>2. 文書を整理します。</div>
資産,しさん,资产,<div style="text-align:left">1. 資産を管理します。<br>2. 資産の評価を行います。</div>
借金,しゃっきん,借款、债务,<div style="text-align:left">1. 借金を返済します。<br>2. 借金の利息を計算します。</div>
投資,とうし,投资,<div style="text-align:left">1. 株式に投資します。<br>2. 投資のリスクを理解します。</div>
株式,かぶしき,股份、股票,<div style="text-align:left">1. 株式市場を分析します。<br>2. 株式を購入します。</div>
株主,かぶぬし,股东,<div style="text-align:left">1. 株主総会に出席します。<br>2. 株主として意見を述べます。</div>
市場,しじょう,市场,<div style="text-align:left">1. 市場の動向を観察します。<br>2. 市場に新商品を投入します。</div>
経済,けいざい,经济,<div style="text-align:left">1. 経済の動きを学びます。<br>2. 経済指標を分析します。</div>
景気,けいき,景气,<div style="text-align:left">1. 景気が回復しています。<br>2. 景気に応じた対策を考えます。</div>
物価,ぶっか,物价,<div style="text-align:left">1. 物価の上昇に注意します。<br>2. 物価指数を確認します。</div>
消費,しょうひ,消费,<div style="text-align:left">1. 消費者のニーズを調べます。<br>2. 消費を促進します。</div>
需要,じゅよう,需求,<div style="text-align:left">1. 商品の需要を予測します。<br>2. 需要が増加しています。</div>
供給,きょうきゅう,供给,<div style="text-align:left">1. 商品を供給します。<br>2. 供給不足に注意します。</div>
資源,しげん,资源,<div style="text-align:left">1. 資源を有効活用します。<br>2. 資源の無駄を減らします。</div>
原料,げんりょう,原料,<div style="text-align:left">1. 原料を仕入れます。<br>2. 原料の品質を確認します。</div>
製品,せいひん,产品,<div style="text-align:left">1. 製品を製造します。<br>2. 製品の品質を検査します。</div>
商品,しょうひん,商品,<div style="text-align:left">1. 商品を陳列します。<br>2. 商品の説明を行います。</div>
在庫,ざいこ,库存,<div style="text-align:left">1. 在庫を管理します。<br>2. 在庫切れに注意します。</div>
発注,はっちゅう,下单,<div style="text-align:left">1. 発注書を作成します。<br>2. 発注の確認を行います。</div>
受注,じゅちゅう,接单,<div style="text-align:left">1. 注文を受注します。<br>2. 受注状況を確認します。</div>
納期,のうき,交货期,<div style="text-align:left">1. 納期を守ります。<br>2. 納期を調整します。</div>
期限,きげん,期限,<div style="text-align:left">1. 支払期限を確認します。<br>2. 期限内に提出します。</div>
期日,きじつ,期日、日期,<div style="text-align:left">1. 期日を記入します。<br>2. 期日までに完了します。</div>
締切,しめきり,截止日期,<div style="text-align:left">1. 締切を守ります。<br>2. 締切前に提出します。</div>
遅延,ちえん,延迟,<div style="text-align:left">1. 配送が遅延しました。<br>2. 遅延の理由を確認します。</div>
進捗,しんちょく,进展,<div style="text-align:left">1. 作業の進捗を報告します。<br>2. 進捗状況を確認します。</div>
達成,たっせい,达成,<div style="text-align:left">1. 目標を達成しました。<br>2. 達成感を味わいます。</div>
成果,せいか,成果,<div style="text-align:left">1. 成果を評価します。<br>2. 成果を報告します。</div>
実績,じっせき,实绩,<div style="text-align:left">1. 実績を記録します。<br>2. 実績を確認します。</div>
効果,こうか,效果,<div style="text-align:left">1. 効果を測定します。<br>2. 効果的な方法を探します。</div>
効率,こうりつ,效率,<div style="text-align:left">1. 効率を上げます。<br>2. 効率的に作業します。</div>
無駄,むだ,浪费、无用,<div style="text-align:left">1. 無駄を省きます。<br>2. 無駄な時間を減らします。</div>
改善,かいぜん,改善,<div style="text-align:left">1. 作業を改善します。<br>2. 改善案を提案します。</div>
改良,かいりょう,改良,<div style="text-align:left">1. 製品を改良します。<br>2. 改良点を報告します。</div>
変革,へんかく,变革,<div style="text-align:left">1. 組織を変革します。<br>2. 変革の効果を分析します。</div>
革新,かくしん,革新,<div style="text-align:left">1. 技術を革新します。<br>2. 革新アイデアを提案します。</div>
開発,かいはつ,开发,<div style="text-align:left">1. 新製品を開発します。<br>2. 開発プロジェクトに参加します。</div>
設計,せっけい,设计,<div style="text-align:left">1. 建物を設計します。<br>2. 設計図を作成します。</div>
製造,せいぞう,制造,<div style="text-align:left">1. 製品を製造します。<br>2. 製造工程を確認します。</div>
工場,こうじょう,工厂,<div style="text-align:left">1. 工場を視察します。<br>2. 工場で作業します。</div>
生産,せいさん,生产,<div style="text-align:left">1. 商品を生産します。<br>2. 生産計画を立てます。</div>
品質,ひんしつ,品质,<div style="text-align:left">1. 品質を確認します。<br>2. 品質管理を徹底します。</div>
検査,けんさ,检查、检验,<div style="text-align:left">1. 製品を検査します。<br>2. 検査結果を報告します。</div>
試験,しけん,试验、考试,<div style="text-align:left">1. 試験に合格しました。<br>2. 試験問題を解きます。</div>
合格,ごうかく,合格,<div style="text-align:left">1. 試験に合格しました。<br>2. 合格通知を受け取ります。</div>
不合格,ふごうかく,不合格,<div style="text-align:left">1. 試験に不合格でした。<br>2. 不合格の理由を確認します。</div>
確認,かくにん,确认,<div style="text-align:left">1. 情報を確認します。<br>2. 確認作業を行います。</div>
承認,しょうにん,批准、认可,<div style="text-align:left">1. 上司の承認を得ます。<br>2. 承認書を提出します。</div>
認定,にんてい,认证,<div style="text-align:left">1. 資格を認定されました。<br>2. 認定証を受け取ります。</div>
認識,にんしき,认知,<div style="text-align:left">1. 問題を認識します。<br>2. 認識を共有します。</div>
理解,りかい,理解,<div style="text-align:left">1. 内容を理解します。<br>2. 理解度を確認します。</div>
納得,なっとく,理解、接受,<div style="text-align:left">1. 納得して同意します。<br>2. 納得できる説明を求めます。</div>
同意,どうい,同意,<div style="text-align:left">1. 提案に同意します。<br>2. 同意書を提出します。</div>
反対,はんたい,反对,<div style="text-align:left">1. 計画に反対します。<br>2. 反対意見を述べます。</div>
承諾,しょうだく,许可、同意,<div style="text-align:left">1. 条件を承諾します。<br>2. 承諾書を作成します。</div>
許可,きょか,许可,<div style="text-align:left">1. 使用許可を得ます。<br>2. 許可証を提示します。</div>リーダーシップ,りーだーしっぷ,领导力 (leadership),<div style="text-align:left">1. リーダーシップを発揮します。<br>2. リーダーシップ研修に参加します。</div>
管理能力,かんりのうりょく,管理能力,<div style="text-align:left">1. 管理能力を高めます。<br>2. 管理能力を評価します。</div>
統率力,とうそつりょく,统率力,<div style="text-align:left">1. 統率力を鍛えます。<br>2. 統率力のある人材を探します。</div>
統括,とうかつ,总管,<div style="text-align:left">1. プロジェクトを統括します。<br>2. 統括者として報告します。</div>
組織,そしき,组织,<div style="text-align:left">1. 組織を再編します。<br>2. 組織内で調整します。</div>
構造,こうぞう,构造,<div style="text-align:left">1. 建物の構造を確認します。<br>2. 組織構造を理解します。</div>
機能,きのう,功能,<div style="text-align:left">1. システムの機能をチェックします。<br>2. 機能を追加します。</div>
役割,やくわり,角色、作用,<div style="text-align:left">1. 役割を分担します。<br>2. 役割を果たします。</div>
分担,ぶんたん,分担,<div style="text-align:left">1. 作業を分担します。<br>2. 分担を調整します。</div>
